Year,Status,Geography,Sex,Age group,GeoCode,Value
2016,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,18 to 24 years,47,8
2016,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Males,18 to 24 years,47,8
2016,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Females,18 to 24 years,47,9
2016,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Both sexes,20 to 24 years,47,8
2016,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Males,20 to 24 years,47,8
2016,"Not in the labour force, Not in employment, education or training (NEET)",Saskatchewan,Females,20 to 24 years,47,8
2016,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,15 to 19 years,48,6
2016,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,15 to 19 years,48,7
2016,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,15 to 19 years,48,4
2016,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,15 to 24 years,48,11
2016,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,15 to 24 years,48,12
2016,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,15 to 24 years,48,9
2016,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,18 to 24 years,48,14
2016,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,18 to 24 years,48,15
2016,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,18 to 24 years,48,13
2016,"Sub-total, not in employment, education or training (NEET)",Alberta,Both sexes,20 to 24 years,48,15
2016,"Sub-total, not in employment, education or training (NEET)",Alberta,Males,20 to 24 years,48,16
2016,"Sub-total, not in employment, education or training (NEET)",Alberta,Females,20 to 24 years,48,14
2016,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 19 years,48,3
2016,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,15 to 19 years,48,5
2016,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 24 years,48,5
2016,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,15 to 24 years,48,7
2016,"Unemployed, Not in employment, education or training (NEET)",Alberta,Females,15 to 24 years,48,3
2016,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,18 to 24 years,48,7
2016,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,18 to 24 years,48,10
2016,"Unemployed, Not in employment, education or training (NEET)",Alberta,Females,18 to 24 years,48,4
2016,"Unemployed, Not in employment, education or training (NEET)",Alberta,Both sexes,20 to 24 years,48,7
2016,"Unemployed, Not in employment, education or training (NEET)",Alberta,Males,20 to 24 years,48,9
2016,"Unemployed, Not in employment, education or training (NEET)",Alberta,Females,20 to 24 years,48,4
2016,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 19 years,48,3
2016,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Males,15 to 19 years,48,3
2016,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,15 to 24 years,48,6
2016,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Males,15 to 24 years,48,5
2016,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Females,15 to 24 years,48,7
2016,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,18 to 24 years,48,7
2016,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Males,18 to 24 years,48,6
2016,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Females,18 to 24 years,48,9
2016,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Both sexes,20 to 24 years,48,8
2016,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Males,20 to 24 years,48,7
2016,"Not in the labour force, Not in employment, education or training (NEET)",Alberta,Females,20 to 24 years,48,9
2016,"Sub-total, not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 19 years,59,7
2016,"Sub-total, not in employment, education or training (NEET)",British Columbia,Males,15 to 19 years,59,8
2016,"Sub-total, not in employment, education or training (NEET)",British Columbia,Females,15 to 19 years,59,6
2016,"Sub-total, not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 24 years,59,10
2016,"Sub-total, not in employment, education or training (NEET)",British Columbia,Males,15 to 24 years,59,11
2016,"Sub-total, not in employment, education or training (NEET)",British Columbia,Females,15 to 24 years,59,8
2016,"Sub-total, not in employment, education or training (NEET)",British Columbia,Both sexes,18 to 24 years,59,12
2016,"Sub-total, not in employment, education or training (NEET)",British Columbia,Males,18 to 24 years,59,13
2016,"Sub-total, not in employment, education or training (NEET)",British Columbia,Females,18 to 24 years,59,10
2016,"Sub-total, not in employment, education or training (NEET)",British Columbia,Both sexes,20 to 24 years,59,12
2016,"Sub-total, not in employment, education or training (NEET)",British Columbia,Males,20 to 24 years,59,14
2016,"Sub-total, not in employment, education or training (NEET)",British Columbia,Females,20 to 24 years,59,11
2016,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 19 years,59,3
2016,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Males,15 to 19 years,59,3
2016,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Females,15 to 19 years,59,2
2016,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 24 years,59,4
2016,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Males,15 to 24 years,59,6
2016,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Females,15 to 24 years,59,3
2016,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Both sexes,18 to 24 years,59,6
2016,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Males,18 to 24 years,59,8
2016,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Females,18 to 24 years,59,3
2016,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Both sexes,20 to 24 years,59,6
2016,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Males,20 to 24 years,59,8
2016,"Unemployed, Not in employment, education or training (NEET)",British Columbia,Females,20 to 24 years,59,3
2016,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 19 years,59,4
2016,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Males,15 to 19 years,59,5
2016,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Females,15 to 19 years,59,4
2016,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Both sexes,15 to 24 years,59,6
2016,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Males,15 to 24 years,59,5
2016,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Females,15 to 24 years,59,6
2016,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Both sexes,18 to 24 years,59,6
2016,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Males,18 to 24 years,59,6
2016,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Females,18 to 24 years,59,7
2016,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Both sexes,20 to 24 years,59,7
2016,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Males,20 to 24 years,59,6
2016,"Not in the labour force, Not in employment, education or training (NEET)",British Columbia,Females,20 to 24 years,59,7
2016,"Sub-total, not in employment, education or training (NEET)",Yukon,Both sexes,15 to 24 years,60,13
2016,"Sub-total, not in employment, education or training (NEET)",Yukon,Males,15 to 24 years,60,14
2016,"Sub-total, not in employment, education or training (NEET)",Yukon,Females,15 to 24 years,60,12
2016,"Sub-total, not in employment, education or training (NEET)",Yukon,Both sexes,18 to 24 years,60,18
2016,"Sub-total, not in employment, education or training (NEET)",Yukon,Males,18 to 24 years,60,20
2016,"Sub-total, not in employment, education or training (NEET)",Yukon,Females,18 to 24 years,60,16
2016,"Sub-total, not in employment, education or training (NEET)",Yukon,Both sexes,20 to 24 years,60,20
2016,"Sub-total, not in employment, education or training (NEET)",Yukon,Males,20 to 24 years,60,20
2016,"Unemployed, Not in employment, education or training (NEET)",Yukon,Both sexes,15 to 24 years,60,7
2016,"Unemployed, Not in employment, education or training (NEET)",Yukon,Both sexes,18 to 24 years,60,10
2016,"Not in the labour force, Not in employment, education or training (NEET)",Yukon,Both sexes,15 to 24 years,60,6
2016,"Not in the labour force, Not in employment, education or training (NEET)",Yukon,Both sexes,18 to 24 years,60,8
2016,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Both sexes,15 to 19 years,61,11
2016,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Both sexes,15 to 24 years,61,20
2016,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Males,15 to 24 years,61,23
2016,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Females,15 to 24 years,61,18
2016,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Both sexes,18 to 24 years,61,27
2016,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Males,18 to 24 years,61,30
2016,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Females,18 to 24 years,61,24
2016,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Both sexes,20 to 24 years,61,29
2016,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Males,20 to 24 years,61,33
2016,"Sub-total, not in employment, education or training (NEET)",Northwest Territories,Females,20 to 24 years,61,24
2016,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Both sexes,15 to 24 years,61,8
2016,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Males,15 to 24 years,61,10
2016,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Both sexes,18 to 24 years,61,11
2016,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Males,18 to 24 years,61,13
2016,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Both sexes,20 to 24 years,61,12
2016,"Unemployed, Not in employment, education or training (NEET)",Northwest Territories,Males,20 to 24 years,61,15
2016,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Both sexes,15 to 24 years,61,12
2016,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Males,15 to 24 years,61,13
2016,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Both sexes,18 to 24 years,61,16
2016,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Males,18 to 24 years,61,17
2016,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Both sexes,20 to 24 years,61,17
2016,"Not in the labour force, Not in employment, education or training (NEET)",Northwest Territories,Males,20 to 24 years,61,18
2016,"Sub-total, not in employment, education or training (NEET)",Nunavut,Both sexes,15 to 19 years,62,24
2016,"Sub-total, not in employment, education or training (NEET)",Nunavut,Both sexes,15 to 24 years,62,35
