Year,Distance-capacity public transit service area,Geography,Location,Gender,Demographic and socio-economic,GeoCode,Value
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,Women+,Total - Age groups of the population - 100% data,59,10.3
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,Women+,0 to 14 years,59,7.4
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,Women+,15 to 64 years,59,11.5
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,Women+,15 to 19 years,59,6.3
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,Women+,20 to 24 years,59,11.5
2023,1000 metres from high-capacity public transit stops only,British Columbia,Urban,Women+,65 years and over,59,8.4
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,"Total, gender",Total - Age groups of the population - 100% data,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,"Total, gender",0 to 14 years,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,"Total, gender",15 to 64 years,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,"Total, gender",15 to 19 years,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,"Total, gender",20 to 24 years,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,"Total, gender",65 years and over,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,Men+,Total - Age groups of the population - 100% data,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,Men+,0 to 14 years,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,Men+,15 to 64 years,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,Men+,15 to 19 years,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,Men+,20 to 24 years,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,Men+,65 years and over,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,Women+,Total - Age groups of the population - 100% data,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,Women+,0 to 14 years,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,Women+,15 to 64 years,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,Women+,15 to 19 years,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,Women+,20 to 24 years,59,
2023,1000 metres from high-capacity public transit stops only,British Columbia,Rural,Women+,65 years and over,59,
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location","Total, gender",Total - Age groups of the population - 100% data,932,74.3
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location","Total, gender",0 to 14 years,932,73.7
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location","Total, gender",15 to 64 years,932,74.1
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location","Total, gender",15 to 19 years,932,71.5
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location","Total, gender",20 to 24 years,932,75.4
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location","Total, gender",65 years and over,932,75.4
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location",Men+,Total - Age groups of the population - 100% data,932,73.9
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location",Men+,0 to 14 years,932,73.7
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location",Men+,15 to 64 years,932,74.0
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location",Men+,15 to 19 years,932,71.3
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location",Men+,20 to 24 years,932,75.0
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location",Men+,65 years and over,932,73.8
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location",Women+,Total - Age groups of the population - 100% data,932,74.7
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location",Women+,0 to 14 years,932,73.8
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location",Women+,15 to 64 years,932,74.3
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location",Women+,15 to 19 years,932,71.7
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location",Women+,20 to 24 years,932,75.9
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia","Total, location",Women+,65 years and over,932,76.8
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,"Total, gender",Total - Age groups of the population - 100% data,932,83.2
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,"Total, gender",0 to 14 years,932,82.6
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,"Total, gender",15 to 64 years,932,83.1
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,"Total, gender",15 to 19 years,932,80.1
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,"Total, gender",20 to 24 years,932,83.8
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,"Total, gender",65 years and over,932,84.1
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,Men+,Total - Age groups of the population - 100% data,932,83.2
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,Men+,0 to 14 years,932,82.5
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,Men+,15 to 64 years,932,83.3
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,Men+,15 to 19 years,932,79.8
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,Men+,20 to 24 years,932,83.3
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,Men+,65 years and over,932,83.4
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,Women+,Total - Age groups of the population - 100% data,932,83.3
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,Women+,0 to 14 years,932,82.7
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,Women+,15 to 64 years,932,83.0
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,Women+,15 to 19 years,932,80.2
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,Women+,20 to 24 years,932,84.3
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Urban,Women+,65 years and over,932,84.6
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,"Total, gender",Total - Age groups of the population - 100% data,932,6.3
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,"Total, gender",0 to 14 years,932,5.2
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,"Total, gender",15 to 64 years,932,6.5
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,"Total, gender",15 to 19 years,932,7.9
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,"Total, gender",20 to 24 years,932,7.4
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,"Total, gender",65 years and over,932,6.6
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,Men+,Total - Age groups of the population - 100% data,932,6.2
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,Men+,0 to 14 years,932,4.5
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,Men+,15 to 64 years,932,6.6
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,Men+,15 to 19 years,932,6.2
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,Men+,20 to 24 years,932,7.8
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,Men+,65 years and over,932,6.5
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,Women+,Total - Age groups of the population - 100% data,932,6.4
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,Women+,0 to 14 years,932,6.0
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,Women+,15 to 64 years,932,6.5
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,Women+,15 to 19 years,932,8.3
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,Women+,20 to 24 years,932,7.0
2023,500 metres from all public transit stops,"Abbotsford - Mission, British Columbia",Rural,Women+,65 years and over,932,6.6
2023,500 metres from low-capacity public transit stops only,"Abbotsford - Mission, British Columbia","Total, location","Total, gender",Total - Age groups of the population - 100% data,932,74.3
2023,500 metres from low-capacity public transit stops only,"Abbotsford - Mission, British Columbia","Total, location","Total, gender",0 to 14 years,932,73.7
2023,500 metres from low-capacity public transit stops only,"Abbotsford - Mission, British Columbia","Total, location","Total, gender",15 to 64 years,932,74.1
2023,500 metres from low-capacity public transit stops only,"Abbotsford - Mission, British Columbia","Total, location","Total, gender",15 to 19 years,932,71.5
2023,500 metres from low-capacity public transit stops only,"Abbotsford - Mission, British Columbia","Total, location","Total, gender",20 to 24 years,932,75.4
2023,500 metres from low-capacity public transit stops only,"Abbotsford - Mission, British Columbia","Total, location","Total, gender",65 years and over,932,75.4
2023,500 metres from low-capacity public transit stops only,"Abbotsford - Mission, British Columbia","Total, location",Men+,Total - Age groups of the population - 100% data,932,73.9
2023,500 metres from low-capacity public transit stops only,"Abbotsford - Mission, British Columbia","Total, location",Men+,0 to 14 years,932,73.7
2023,500 metres from low-capacity public transit stops only,"Abbotsford - Mission, British Columbia","Total, location",Men+,15 to 64 years,932,74.0
2023,500 metres from low-capacity public transit stops only,"Abbotsford - Mission, British Columbia","Total, location",Men+,15 to 19 years,932,71.3
2023,500 metres from low-capacity public transit stops only,"Abbotsford - Mission, British Columbia","Total, location",Men+,20 to 24 years,932,75.0
