Year,Household food security status,Geography,Sex,Age group,Economic family type,Visible minority,Indigenous population,GeoCode,Value
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Both sexes,,Non-seniors not in an economic family,,,10,22.1
2018,"Food insecure, moderate",Newfoundland and Labrador,Both sexes,,Non-seniors not in an economic family,,,10,13.0
2018,"Food insecure, severe",Newfoundland and Labrador,Both sexes,,Non-seniors not in an economic family,,,10,9.1
2018,Food secure,Newfoundland and Labrador,Male,,Non-seniors not in an economic family,,,10,77.6
2018,Food insecure,Newfoundland and Labrador,Male,,Non-seniors not in an economic family,,,10,22.4
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Male,,Non-seniors not in an economic family,,,10,19.0
2018,"Food insecure, moderate",Newfoundland and Labrador,Male,,Non-seniors not in an economic family,,,10,11.8
2018,"Food insecure, severe",Newfoundland and Labrador,Male,,Non-seniors not in an economic family,,,10,7.2
2018,Food secure,Newfoundland and Labrador,Female,,Non-seniors not in an economic family,,,10,68.5
2018,Food insecure,Newfoundland and Labrador,Female,,Non-seniors not in an economic family,,,10,31.5
2018,"Food insecure, moderate or severe",Newfoundland and Labrador,Female,,Non-seniors not in an economic family,,,10,26.5
2018,"Food insecure, moderate",Newfoundland and Labrador,Female,,Non-seniors not in an economic family,,,10,14.7
2018,"Food insecure, severe",Newfoundland and Labrador,Female,,Non-seniors not in an economic family,,,10,11.8
2018,Food secure,Prince Edward Island,Both sexes,,All persons,,,11,82.7
2018,Food insecure,Prince Edward Island,Both sexes,,All persons,,,11,17.3
2018,"Food insecure, marginal",Prince Edward Island,Both sexes,,All persons,,,11,5.0
2018,"Food insecure, moderate or severe",Prince Edward Island,Both sexes,,All persons,,,11,12.3
2018,"Food insecure, moderate",Prince Edward Island,Both sexes,,All persons,,,11,7.4
2018,"Food insecure, severe",Prince Edward Island,Both sexes,,All persons,,,11,4.9
2018,Food secure,Prince Edward Island,Both sexes,,Persons in economic families,,,11,83.6
2018,Food insecure,Prince Edward Island,Both sexes,,Persons in economic families,,,11,16.4
2018,"Food insecure, marginal",Prince Edward Island,Both sexes,,Persons in economic families,,,11,4.7
2018,"Food insecure, moderate or severe",Prince Edward Island,Both sexes,,Persons in economic families,,,11,11.7
2018,"Food insecure, moderate",Prince Edward Island,Both sexes,,Persons in economic families,,,11,7.6
2018,"Food insecure, severe",Prince Edward Island,Both sexes,,Persons in economic families,,,11,4.1
2018,Food secure,Prince Edward Island,Both sexes,,Persons in senior families,,,11,92.9
2018,Food secure,Prince Edward Island,Both sexes,,Persons in senior couples,,,11,97.7
2018,Food secure,Prince Edward Island,Both sexes,,Persons in other senior families,,,11,82.5
2018,Food secure,Prince Edward Island,Both sexes,,Persons in non-senior families,,,11,81.7
2018,Food insecure,Prince Edward Island,Both sexes,,Persons in non-senior families,,,11,18.3
2018,"Food insecure, marginal",Prince Edward Island,Both sexes,,Persons in non-senior families,,,11,5.0
2018,"Food insecure, moderate or severe",Prince Edward Island,Both sexes,,Persons in non-senior families,,,11,13.3
2018,"Food insecure, moderate",Prince Edward Island,Both sexes,,Persons in non-senior families,,,11,8.8
2018,"Food insecure, severe",Prince Edward Island,Both sexes,,Persons in non-senior families,,,11,4.5
2018,Food secure,Prince Edward Island,Both sexes,,Persons in couples,,,11,87.1
2018,Food insecure,Prince Edward Island,Both sexes,,Persons in couples,,,11,12.9
2018,"Food insecure, moderate or severe",Prince Edward Island,Both sexes,,Persons in couples,,,11,11.1
2018,"Food insecure, moderate",Prince Edward Island,Both sexes,,Persons in couples,,,11,6.8
2018,"Food insecure, severe",Prince Edward Island,Both sexes,,Persons in couples,,,11,4.3
2018,Food secure,Prince Edward Island,Both sexes,,Persons in couple families with children,,,11,83.1
2018,Food insecure,Prince Edward Island,Both sexes,,Persons in couple families with children,,,11,16.9
2018,"Food insecure, marginal",Prince Edward Island,Both sexes,,Persons in couple families with children,,,11,5.3
2018,"Food insecure, moderate or severe",Prince Edward Island,Both sexes,,Persons in couple families with children,,,11,11.6
2018,"Food insecure, moderate",Prince Edward Island,Both sexes,,Persons in couple families with children,,,11,7.3
2018,Food secure,Prince Edward Island,Both sexes,,Persons in couple families with other relatives,,,11,92.8
2018,Food secure,Prince Edward Island,Both sexes,,Persons in lone-parent families,,,11,48.6
2018,Food insecure,Prince Edward Island,Both sexes,,Persons in lone-parent families,,,11,51.4
2018,"Food insecure, moderate or severe",Prince Edward Island,Both sexes,,Persons in lone-parent families,,,11,34.5
2018,"Food insecure, moderate",Prince Edward Island,Both sexes,,Persons in lone-parent families,,,11,21.9
2018,Food secure,Prince Edward Island,Female,,Persons in lone-parent families,,,11,47.3
2018,Food insecure,Prince Edward Island,Female,,Persons in lone-parent families,,,11,52.7
2018,"Food insecure, moderate or severe",Prince Edward Island,Female,,Persons in lone-parent families,,,11,33.8
2018,Food secure,Prince Edward Island,Both sexes,,Persons in other non-senior families,,,11,73.7
2018,Food insecure,Prince Edward Island,Both sexes,,Persons in other non-senior families,,,11,26.3
2018,"Food insecure, moderate or severe",Prince Edward Island,Both sexes,,Persons in other non-senior families,,,11,19.5
2018,"Food insecure, moderate",Prince Edward Island,Both sexes,,Persons in other non-senior families,,,11,13.8
2018,Food secure,Prince Edward Island,Both sexes,,Persons not in an economic family,,,11,78.4
2018,Food insecure,Prince Edward Island,Both sexes,,Persons not in an economic family,,,11,21.6
2018,"Food insecure, marginal",Prince Edward Island,Both sexes,,Persons not in an economic family,,,11,6.1
2018,"Food insecure, moderate or severe",Prince Edward Island,Both sexes,,Persons not in an economic family,,,11,15.5
2018,"Food insecure, moderate",Prince Edward Island,Both sexes,,Persons not in an economic family,,,11,6.4
2018,"Food insecure, severe",Prince Edward Island,Both sexes,,Persons not in an economic family,,,11,9.2
2018,Food secure,Prince Edward Island,Both sexes,,Seniors not in an economic family,,,11,85.7
2018,Food insecure,Prince Edward Island,Both sexes,,Seniors not in an economic family,,,11,14.3
2018,"Food insecure, marginal",Prince Edward Island,Both sexes,,Seniors not in an economic family,,,11,6.9
2018,"Food insecure, moderate or severe",Prince Edward Island,Both sexes,,Seniors not in an economic family,,,11,7.4
2018,Food secure,Prince Edward Island,Male,,Seniors not in an economic family,,,11,81.0
2018,Food insecure,Prince Edward Island,Male,,Seniors not in an economic family,,,11,19.0
2018,Food secure,Prince Edward Island,Female,,Seniors not in an economic family,,,11,88.0
2018,Food insecure,Prince Edward Island,Female,,Seniors not in an economic family,,,11,12.0
2018,Food secure,Prince Edward Island,Both sexes,,Non-seniors not in an economic family,,,11,74.3
2018,Food insecure,Prince Edward Island,Both sexes,,Non-seniors not in an economic family,,,11,25.7
2018,"Food insecure, marginal",Prince Edward Island,Both sexes,,Non-seniors not in an economic family,,,11,5.7
2018,"Food insecure, moderate or severe",Prince Edward Island,Both sexes,,Non-seniors not in an economic family,,,11,20.0
2018,"Food insecure, moderate",Prince Edward Island,Both sexes,,Non-seniors not in an economic family,,,11,8.5
2018,"Food insecure, severe",Prince Edward Island,Both sexes,,Non-seniors not in an economic family,,,11,11.5
2018,Food secure,Prince Edward Island,Male,,Non-seniors not in an economic family,,,11,74.1
2018,Food insecure,Prince Edward Island,Male,,Non-seniors not in an economic family,,,11,25.9
2018,"Food insecure, moderate or severe",Prince Edward Island,Male,,Non-seniors not in an economic family,,,11,21.6
2018,"Food insecure, moderate",Prince Edward Island,Male,,Non-seniors not in an economic family,,,11,9.6
2018,"Food insecure, severe",Prince Edward Island,Male,,Non-seniors not in an economic family,,,11,12.0
2018,Food secure,Prince Edward Island,Female,,Non-seniors not in an economic family,,,11,74.5
2018,Food insecure,Prince Edward Island,Female,,Non-seniors not in an economic family,,,11,25.5
2018,"Food insecure, moderate or severe",Prince Edward Island,Female,,Non-seniors not in an economic family,,,11,17.9
2018,"Food insecure, severe",Prince Edward Island,Female,,Non-seniors not in an economic family,,,11,10.9
2018,Food secure,Nova Scotia,Both sexes,,All persons,,,12,79.1
2018,Food insecure,Nova Scotia,Both sexes,,All persons,,,12,20.9
2018,"Food insecure, marginal",Nova Scotia,Both sexes,,All persons,,,12,5.4
2018,"Food insecure, moderate or severe",Nova Scotia,Both sexes,,All persons,,,12,15.5
2018,"Food insecure, moderate",Nova Scotia,Both sexes,,All persons,,,12,9.6
2018,"Food insecure, severe",Nova Scotia,Both sexes,,All persons,,,12,5.9
2018,Food secure,Nova Scotia,Both sexes,,Persons in economic families,,,12,79.8
2018,Food insecure,Nova Scotia,Both sexes,,Persons in economic families,,,12,20.2
2018,"Food insecure, marginal",Nova Scotia,Both sexes,,Persons in economic families,,,12,5.3
2018,"Food insecure, moderate or severe",Nova Scotia,Both sexes,,Persons in economic families,,,12,14.9
2018,"Food insecure, moderate",Nova Scotia,Both sexes,,Persons in economic families,,,12,10.0
2018,"Food insecure, severe",Nova Scotia,Both sexes,,Persons in economic families,,,12,4.9
2018,Food secure,Nova Scotia,Both sexes,,Persons in senior families,,,12,91.9
2018,Food insecure,Nova Scotia,Both sexes,,Persons in senior families,,,12,8.1
2018,"Food insecure, marginal",Nova Scotia,Both sexes,,Persons in senior families,,,12,3.7
2018,"Food insecure, moderate or severe",Nova Scotia,Both sexes,,Persons in senior families,,,12,4.3
2018,Food secure,Nova Scotia,Both sexes,,Persons in senior couples,,,12,93.9
2018,Food insecure,Nova Scotia,Both sexes,,Persons in senior couples,,,12,6.1
2018,"Food insecure, marginal",Nova Scotia,Both sexes,,Persons in senior couples,,,12,2.7
2018,"Food insecure, moderate or severe",Nova Scotia,Both sexes,,Persons in senior couples,,,12,3.4
2018,Food secure,Nova Scotia,Both sexes,,Persons in other senior families,,,12,86.0
2018,Food secure,Nova Scotia,Both sexes,,Persons in non-senior families,,,12,77.1
2018,Food insecure,Nova Scotia,Both sexes,,Persons in non-senior families,,,12,22.9
2018,"Food insecure, marginal",Nova Scotia,Both sexes,,Persons in non-senior families,,,12,5.6
2018,"Food insecure, moderate or severe",Nova Scotia,Both sexes,,Persons in non-senior families,,,12,17.3
2018,"Food insecure, moderate",Nova Scotia,Both sexes,,Persons in non-senior families,,,12,11.8
2018,"Food insecure, severe",Nova Scotia,Both sexes,,Persons in non-senior families,,,12,5.5
2018,Food secure,Nova Scotia,Both sexes,,Persons in couples,,,12,83.2
2018,Food insecure,Nova Scotia,Both sexes,,Persons in couples,,,12,16.8
2018,"Food insecure, marginal",Nova Scotia,Both sexes,,Persons in couples,,,12,4.8
2018,"Food insecure, moderate or severe",Nova Scotia,Both sexes,,Persons in couples,,,12,12.0
2018,"Food insecure, moderate",Nova Scotia,Both sexes,,Persons in couples,,,12,6.5
2018,"Food insecure, severe",Nova Scotia,Both sexes,,Persons in couples,,,12,5.6
2018,Food secure,Nova Scotia,Both sexes,,Persons in couple families with children,,,12,77.2
2018,Food insecure,Nova Scotia,Both sexes,,Persons in couple families with children,,,12,22.8
2018,"Food insecure, marginal",Nova Scotia,Both sexes,,Persons in couple families with children,,,12,7.0
2018,"Food insecure, moderate or severe",Nova Scotia,Both sexes,,Persons in couple families with children,,,12,15.8
2018,"Food insecure, moderate",Nova Scotia,Both sexes,,Persons in couple families with children,,,12,12.7
2018,"Food insecure, severe",Nova Scotia,Both sexes,,Persons in couple families with children,,,12,3.2
2018,Food secure,Nova Scotia,Both sexes,,Persons in couple families with other relatives,,,12,86.8
2018,Food insecure,Nova Scotia,Both sexes,,Persons in couple families with other relatives,,,12,13.2
2018,"Food insecure, moderate or severe",Nova Scotia,Both sexes,,Persons in couple families with other relatives,,,12,12.8
2018,"Food insecure, moderate",Nova Scotia,Both sexes,,Persons in couple families with other relatives,,,12,10.8
2018,Food secure,Nova Scotia,Both sexes,,Persons in lone-parent families,,,12,55.2
2018,Food insecure,Nova Scotia,Both sexes,,Persons in lone-parent families,,,12,44.8
2018,"Food insecure, moderate or severe",Nova Scotia,Both sexes,,Persons in lone-parent families,,,12,39.0
2018,"Food insecure, moderate",Nova Scotia,Both sexes,,Persons in lone-parent families,,,12,22.1
2018,"Food insecure, severe",Nova Scotia,Both sexes,,Persons in lone-parent families,,,12,16.9
2018,Food secure,Nova Scotia,Male,,Persons in lone-parent families,,,12,65.1
2018,Food secure,Nova Scotia,Female,,Persons in lone-parent families,,,12,52.6
2018,Food insecure,Nova Scotia,Female,,Persons in lone-parent families,,,12,47.4
2018,"Food insecure, moderate or severe",Nova Scotia,Female,,Persons in lone-parent families,,,12,43.5
2018,"Food insecure, moderate",Nova Scotia,Female,,Persons in lone-parent families,,,12,24.6
2018,"Food insecure, severe",Nova Scotia,Female,,Persons in lone-parent families,,,12,18.9
2018,Food secure,Nova Scotia,Both sexes,,Persons in other non-senior families,,,12,65.7
2018,Food insecure,Nova Scotia,Both sexes,,Persons in other non-senior families,,,12,34.3
2018,"Food insecure, moderate or severe",Nova Scotia,Both sexes,,Persons in other non-senior families,,,12,24.9
2018,"Food insecure, moderate",Nova Scotia,Both sexes,,Persons in other non-senior families,,,12,13.0
2018,"Food insecure, severe",Nova Scotia,Both sexes,,Persons in other non-senior families,,,12,11.9
2018,Food secure,Nova Scotia,Both sexes,,Persons not in an economic family,,,12,76.3
2018,Food insecure,Nova Scotia,Both sexes,,Persons not in an economic family,,,12,23.7
2018,"Food insecure, marginal",Nova Scotia,Both sexes,,Persons not in an economic family,,,12,6.0
2018,"Food insecure, moderate or severe",Nova Scotia,Both sexes,,Persons not in an economic family,,,12,17.7
2018,"Food insecure, moderate",Nova Scotia,Both sexes,,Persons not in an economic family,,,12,7.5
2018,"Food insecure, severe",Nova Scotia,Both sexes,,Persons not in an economic family,,,12,10.2
2018,Food secure,Nova Scotia,Both sexes,,Seniors not in an economic family,,,12,82.0
2018,Food insecure,Nova Scotia,Both sexes,,Seniors not in an economic family,,,12,18.0
2018,"Food insecure, marginal",Nova Scotia,Both sexes,,Seniors not in an economic family,,,12,5.0
2018,"Food insecure, moderate or severe",Nova Scotia,Both sexes,,Seniors not in an economic family,,,12,13.0
2018,"Food insecure, moderate",Nova Scotia,Both sexes,,Seniors not in an economic family,,,12,6.7
