Year,Industry,Geography,GeoCode,Value
2023,Commercial and service industry machinery manufacturing,Ontario,35,0.1
2023,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",Ontario,35,0.1
2023,Metalworking machinery manufacturing,Ontario,35,0.21
2023,"Engine, turbine and power transmission equipment manufacturing",Ontario,35,0.02
2023,Other general-purpose machinery manufacturing,Ontario,35,0.24
2023,Computer and electronic product manufacturing,Ontario,35,0.4
2023,Computer and peripheral equipment manufacturing,Ontario,35,0.03
2023,Communications equipment manufacturing,Ontario,35,0.08
2023,Audio and video equipment manufacturing,Ontario,35,0.01
2023,Semiconductor and other electronic component manufacturing,Ontario,35,0.13
2023,"Navigational, measuring, medical and control instruments manufacturing",Ontario,35,0.14
2023,Manufacturing and reproducing magnetic and optical media,Ontario,35,0.01
2023,"Electrical equipment, appliance and component manufacturing",Ontario,35,0.25
2023,Electric lighting equipment manufacturing,Ontario,35,0.03
2023,Household appliance manufacturing,Ontario,35,0.03
2023,Electrical equipment manufacturing,Ontario,35,0.11
2023,Other electrical equipment and component manufacturing,Ontario,35,0.09
2023,Transportation equipment manufacturing,Ontario,35,1.73
2023,Motor vehicle manufacturing,Ontario,35,0.45
2023,Motor vehicle body and trailer manufacturing,Ontario,35,0.06
2023,Motor vehicle parts manufacturing,Ontario,35,0.96
2023,Aerospace product and parts manufacturing,Ontario,35,0.16
2023,Other transportation equipment manufacturing,Ontario,35,0.05
2023,Furniture and related product manufacturing,Ontario,35,0.39
2023,Household and institutional furniture and kitchen cabinet manufacturing,Ontario,35,0.2
2023,Office furniture (including fixtures) manufacturing,Ontario,35,0.17
2023,Other furniture-related product manufacturing,Ontario,35,0.02
2023,Miscellaneous manufacturing,Ontario,35,0.36
2023,Medical equipment and supplies manufacturing,Ontario,35,0.14
2023,Other miscellaneous manufacturing,Ontario,35,0.21
2023,Total manufacturing,Manitoba,46,9.11
2023,Non-durable goods,Manitoba,46,4.01
2023,Food manufacturing,Manitoba,46,1.85
2023,Animal food manufacturing,Manitoba,46,0.08
2023,Grain and oilseed milling,Manitoba,46,0.1
2023,Fruit and vegetable preserving and specialty food manufacturing,Manitoba,46,0.15
2023,Dairy product manufacturing,Manitoba,46,0.11
2023,Meat product manufacturing,Manitoba,46,0.93
2023,Bakeries and tortilla manufacturing,Manitoba,46,0.18
2023,Other food manufacturing,Manitoba,46,0.23
2023,Beverage and tobacco product manufacturing,Manitoba,46,0.22
2023,Textile product mills,Manitoba,46,0.03
2023,Apparel manufacturing,Manitoba,46,0.14
2023,Cut and sew clothing manufacturing,Manitoba,46,0.13
2023,Paper manufacturing,Manitoba,46,0.23
2023,Printing and related support activities,Manitoba,46,0.45
2023,Petroleum and coal product manufacturing,Manitoba,46,0.04
2023,Chemical manufacturing,Manitoba,46,0.5
2023,Basic chemical manufacturing,Manitoba,46,0.05
2023,"Pesticide, fertilizer and other agricultural chemical manufacturing",Manitoba,46,0.1
2023,Pharmaceutical and medicine manufacturing,Manitoba,46,0.26
2023,"Soap, cleaning compound and toilet preparation manufacturing",Manitoba,46,0.0
2023,Other chemical product manufacturing,Manitoba,46,0.02
2023,Plastics and rubber products manufacturing,Manitoba,46,0.51
2023,Plastic product manufacturing,Manitoba,46,0.46
2023,Rubber product manufacturing,Manitoba,46,0.05
2023,Durable goods,Manitoba,46,5.1
2023,Wood product manufacturing,Manitoba,46,0.38
2023,Other wood product manufacturing,Manitoba,46,0.26
2023,Non-metallic mineral product manufacturing,Manitoba,46,0.22
2023,Cement and concrete product manufacturing,Manitoba,46,0.13
2023,Other non-metallic mineral product manufacturing,Manitoba,46,0.05
2023,Primary metal manufacturing,Manitoba,46,0.27
2023,Fabricated metal product manufacturing,Manitoba,46,0.83
2023,Architectural and structural metals manufacturing,Manitoba,46,0.29
2023,"Boiler, tank and shipping container manufacturing",Manitoba,46,0.16
2023,"Machine shops, turned product, and screw, nut and bolt manufacturing",Manitoba,46,0.15
2023,"Coating, engraving, cold and heat treating and allied activities",Manitoba,46,0.1
2023,Other fabricated metal product manufacturing,Manitoba,46,0.12
2023,Machinery manufacturing,Manitoba,46,1.03
2023,"Agricultural, construction and mining machinery manufacturing",Manitoba,46,0.67
2023,Industrial machinery manufacturing,Manitoba,46,0.06
2023,Commercial and service industry machinery manufacturing,Manitoba,46,0.03
2023,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",Manitoba,46,0.08
2023,Other general-purpose machinery manufacturing,Manitoba,46,0.16
2023,Computer and electronic product manufacturing,Manitoba,46,0.08
2023,Semiconductor and other electronic component manufacturing,Manitoba,46,0.04
2023,"Electrical equipment, appliance and component manufacturing",Manitoba,46,0.16
2023,Transportation equipment manufacturing,Manitoba,46,1.27
2023,Motor vehicle manufacturing,Manitoba,46,0.25
2023,Motor vehicle body and trailer manufacturing,Manitoba,46,0.35
2023,Motor vehicle parts manufacturing,Manitoba,46,0.12
2023,Aerospace product and parts manufacturing,Manitoba,46,0.53
2023,Furniture and related product manufacturing,Manitoba,46,0.62
2023,Household and institutional furniture and kitchen cabinet manufacturing,Manitoba,46,0.56
2023,Office furniture (including fixtures) manufacturing,Manitoba,46,0.06
2023,Other furniture-related product manufacturing,Manitoba,46,0.0
2023,Miscellaneous manufacturing,Manitoba,46,0.23
2023,Medical equipment and supplies manufacturing,Manitoba,46,0.08
2023,Other miscellaneous manufacturing,Manitoba,46,0.15
2023,Total manufacturing,Saskatchewan,47,5.25
2023,Non-durable goods,Saskatchewan,47,2.13
2023,Food manufacturing,Saskatchewan,47,1.02
2023,Animal food manufacturing,Saskatchewan,47,0.11
2023,Grain and oilseed milling,Saskatchewan,47,0.23
2023,Meat product manufacturing,Saskatchewan,47,0.42
2023,Bakeries and tortilla manufacturing,Saskatchewan,47,0.08
2023,Other food manufacturing,Saskatchewan,47,0.12
2023,Beverage and tobacco product manufacturing,Saskatchewan,47,0.23
2023,Beverage manufacturing,Saskatchewan,47,0.21
2023,Textile product mills,Saskatchewan,47,0.07
2023,Apparel manufacturing,Saskatchewan,47,0.01
2023,Printing and related support activities,Saskatchewan,47,0.08
2023,Chemical manufacturing,Saskatchewan,47,0.24
2023,Basic chemical manufacturing,Saskatchewan,47,0.04
2023,"Pesticide, fertilizer and other agricultural chemical manufacturing",Saskatchewan,47,0.09
2023,"Soap, cleaning compound and toilet preparation manufacturing",Saskatchewan,47,0.01
2023,Other chemical product manufacturing,Saskatchewan,47,0.08
2023,Plastics and rubber products manufacturing,Saskatchewan,47,0.12
2023,Durable goods,Saskatchewan,47,3.13
2023,Wood product manufacturing,Saskatchewan,47,0.33
2023,Sawmills and wood preservation,Saskatchewan,47,0.1
2023,"Veneer, plywood and engineered wood product manufacturing",Saskatchewan,47,0.18
2023,Other wood product manufacturing,Saskatchewan,47,0.06
2023,Non-metallic mineral product manufacturing,Saskatchewan,47,0.18
2023,Cement and concrete product manufacturing,Saskatchewan,47,0.13
2023,Other non-metallic mineral product manufacturing,Saskatchewan,47,0.03
2023,Primary metal manufacturing,Saskatchewan,47,0.12
2023,Fabricated metal product manufacturing,Saskatchewan,47,0.65
2023,Architectural and structural metals manufacturing,Saskatchewan,47,0.25
2023,"Boiler, tank and shipping container manufacturing",Saskatchewan,47,0.09
2023,"Machine shops, turned product, and screw, nut and bolt manufacturing",Saskatchewan,47,0.2
2023,"Coating, engraving, cold and heat treating and allied activities",Saskatchewan,47,0.05
2023,Other fabricated metal product manufacturing,Saskatchewan,47,0.06
2023,Machinery manufacturing,Saskatchewan,47,1.14
2023,"Agricultural, construction and mining machinery manufacturing",Saskatchewan,47,1.0
2023,Industrial machinery manufacturing,Saskatchewan,47,0.01
2023,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",Saskatchewan,47,0.03
2023,Metalworking machinery manufacturing,Saskatchewan,47,0.03
2023,Other general-purpose machinery manufacturing,Saskatchewan,47,0.07
2023,Computer and electronic product manufacturing,Saskatchewan,47,0.16
2023,"Electrical equipment, appliance and component manufacturing",Saskatchewan,47,0.08
2023,Other electrical equipment and component manufacturing,Saskatchewan,47,0.03
2023,Transportation equipment manufacturing,Saskatchewan,47,0.22
2023,Motor vehicle body and trailer manufacturing,Saskatchewan,47,0.21
2023,Furniture and related product manufacturing,Saskatchewan,47,0.14
2023,Household and institutional furniture and kitchen cabinet manufacturing,Saskatchewan,47,0.12
2023,Office furniture (including fixtures) manufacturing,Saskatchewan,47,0.02
2023,Other furniture-related product manufacturing,Saskatchewan,47,0.0
2023,Miscellaneous manufacturing,Saskatchewan,47,0.11
2023,Medical equipment and supplies manufacturing,Saskatchewan,47,0.05
2023,Other miscellaneous manufacturing,Saskatchewan,47,0.07
2023,Total manufacturing,Alberta,48,5.84
2023,Non-durable goods,Alberta,48,2.58
2023,Food manufacturing,Alberta,48,1.06
2023,Animal food manufacturing,Alberta,48,0.06
2023,Grain and oilseed milling,Alberta,48,0.04
2023,Fruit and vegetable preserving and specialty food manufacturing,Alberta,48,0.07
2023,Dairy product manufacturing,Alberta,48,0.08
2023,Meat product manufacturing,Alberta,48,0.49
2023,Bakeries and tortilla manufacturing,Alberta,48,0.15
2023,Other food manufacturing,Alberta,48,0.16
2023,Beverage and tobacco product manufacturing,Alberta,48,0.23
2023,Beverage manufacturing,Alberta,48,0.21
2023,Textile mills,Alberta,48,0.01
2023,"Fibre, yarn and thread mills",Alberta,48,0.0
2023,Textile product mills,Alberta,48,0.02
2023,Textile furnishings mills,Alberta,48,0.0
2023,Other textile product mills,Alberta,48,0.02
2023,Apparel manufacturing,Alberta,48,0.01
2023,Cut and sew clothing manufacturing,Alberta,48,0.01
2023,Leather and allied product manufacturing,Alberta,48,0.0
2023,Paper manufacturing,Alberta,48,0.12
2023,"Pulp, paper and paperboard mills",Alberta,48,0.09
2023,Converted paper product manufacturing,Alberta,48,0.03
2023,Printing and related support activities,Alberta,48,0.17
2023,Petroleum and coal product manufacturing,Alberta,48,0.12
2023,Chemical manufacturing,Alberta,48,0.53
2023,Basic chemical manufacturing,Alberta,48,0.18
2023,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",Alberta,48,0.1
2023,"Pesticide, fertilizer and other agricultural chemical manufacturing",Alberta,48,0.1
2023,Pharmaceutical and medicine manufacturing,Alberta,48,0.03
2023,"Paint, coating and adhesive manufacturing",Alberta,48,0.01
2023,"Soap, cleaning compound and toilet preparation manufacturing",Alberta,48,0.01
2023,Other chemical product manufacturing,Alberta,48,0.09
2023,Plastics and rubber products manufacturing,Alberta,48,0.3
2023,Plastic product manufacturing,Alberta,48,0.27
2023,Rubber product manufacturing,Alberta,48,0.03
2023,Durable goods,Alberta,48,3.26
2023,Wood product manufacturing,Alberta,48,0.49
2023,Sawmills and wood preservation,Alberta,48,0.19
2023,"Veneer, plywood and engineered wood product manufacturing",Alberta,48,0.14
2023,Other wood product manufacturing,Alberta,48,0.17
2023,Non-metallic mineral product manufacturing,Alberta,48,0.24
2023,Glass and glass product manufacturing,Alberta,48,0.02
2023,Cement and concrete product manufacturing,Alberta,48,0.15
2023,Other non-metallic mineral product manufacturing,Alberta,48,0.05
2023,Primary metal manufacturing,Alberta,48,0.12
2023,Steel product manufacturing from purchased steel,Alberta,48,0.03
2023,Fabricated metal product manufacturing,Alberta,48,0.89
2023,Architectural and structural metals manufacturing,Alberta,48,0.4
2023,"Boiler, tank and shipping container manufacturing",Alberta,48,0.11
2023,Hardware manufacturing,Alberta,48,0.0
2023,Spring and wire product manufacturing,Alberta,48,0.02
2023,"Machine shops, turned product, and screw, nut and bolt manufacturing",Alberta,48,0.2
2023,"Coating, engraving, cold and heat treating and allied activities",Alberta,48,0.06
2023,Other fabricated metal product manufacturing,Alberta,48,0.09
2023,Machinery manufacturing,Alberta,48,0.78
2023,"Agricultural, construction and mining machinery manufacturing",Alberta,48,0.36
2023,Industrial machinery manufacturing,Alberta,48,0.04
2023,Commercial and service industry machinery manufacturing,Alberta,48,0.02
2023,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",Alberta,48,0.14
2023,Metalworking machinery manufacturing,Alberta,48,0.03
2023,"Engine, turbine and power transmission equipment manufacturing",Alberta,48,0.02
2023,Other general-purpose machinery manufacturing,Alberta,48,0.16
2023,Computer and electronic product manufacturing,Alberta,48,0.17
2023,Communications equipment manufacturing,Alberta,48,0.03
2023,Semiconductor and other electronic component manufacturing,Alberta,48,0.04
2023,"Navigational, measuring, medical and control instruments manufacturing",Alberta,48,0.09
2023,"Electrical equipment, appliance and component manufacturing",Alberta,48,0.09
2023,Transportation equipment manufacturing,Alberta,48,0.12
2023,Motor vehicle body and trailer manufacturing,Alberta,48,0.08
2023,Motor vehicle parts manufacturing,Alberta,48,0.01
2023,Furniture and related product manufacturing,Alberta,48,0.17
2023,Household and institutional furniture and kitchen cabinet manufacturing,Alberta,48,0.11
2023,Office furniture (including fixtures) manufacturing,Alberta,48,0.03
2023,Other furniture-related product manufacturing,Alberta,48,0.03
2023,Miscellaneous manufacturing,Alberta,48,0.18
2023,Medical equipment and supplies manufacturing,Alberta,48,0.06
2023,Other miscellaneous manufacturing,Alberta,48,0.12
2023,Total manufacturing,British Columbia,59,5.89
2023,Non-durable goods,British Columbia,59,2.52
2023,Food manufacturing,British Columbia,59,1.07
2023,Animal food manufacturing,British Columbia,59,0.04
2023,Grain and oilseed milling,British Columbia,59,0.02
2023,Sugar and confectionery product manufacturing,British Columbia,59,0.05
2023,Fruit and vegetable preserving and specialty food manufacturing,British Columbia,59,0.07
2023,Dairy product manufacturing,British Columbia,59,0.1
2023,Meat product manufacturing,British Columbia,59,0.24
2023,Seafood product preparation and packaging,British Columbia,59,0.08
2023,Bakeries and tortilla manufacturing,British Columbia,59,0.24
2023,Other food manufacturing,British Columbia,59,0.22
2023,Beverage and tobacco product manufacturing,British Columbia,59,0.44
2023,Beverage manufacturing,British Columbia,59,0.42
2023,Textile mills,British Columbia,59,0.0
2023,Textile and fabric finishing and fabric coating,British Columbia,59,0.0
2023,Textile product mills,British Columbia,59,0.05
2023,Textile furnishings mills,British Columbia,59,0.01
2023,Other textile product mills,British Columbia,59,0.04
2023,Apparel manufacturing,British Columbia,59,0.04
2023,Cut and sew clothing manufacturing,British Columbia,59,0.03
2023,Leather and allied product manufacturing,British Columbia,59,0.0
2023,Paper manufacturing,British Columbia,59,0.22
2023,"Pulp, paper and paperboard mills",British Columbia,59,0.17
2023,Converted paper product manufacturing,British Columbia,59,0.05
2023,Printing and related support activities,British Columbia,59,0.15
2023,Petroleum and coal product manufacturing,British Columbia,59,0.03
2023,Chemical manufacturing,British Columbia,59,0.29
2023,Basic chemical manufacturing,British Columbia,59,0.03
2023,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",British Columbia,59,0.0
2023,"Pesticide, fertilizer and other agricultural chemical manufacturing",British Columbia,59,0.02
2023,Pharmaceutical and medicine manufacturing,British Columbia,59,0.16
2023,"Paint, coating and adhesive manufacturing",British Columbia,59,0.02
2023,"Soap, cleaning compound and toilet preparation manufacturing",British Columbia,59,0.04
2023,Other chemical product manufacturing,British Columbia,59,0.03
2023,Plastics and rubber products manufacturing,British Columbia,59,0.22
2023,Durable goods,British Columbia,59,3.37
2023,Wood product manufacturing,British Columbia,59,0.88
2023,Sawmills and wood preservation,British Columbia,59,0.45
2023,"Veneer, plywood and engineered wood product manufacturing",British Columbia,59,0.18
2023,Other wood product manufacturing,British Columbia,59,0.25
2023,Non-metallic mineral product manufacturing,British Columbia,59,0.24
2023,Clay product and refractory manufacturing,British Columbia,59,0.0
2023,Glass and glass product manufacturing,British Columbia,59,0.05
2023,Cement and concrete product manufacturing,British Columbia,59,0.13
2023,Lime and gypsum product manufacturing,British Columbia,59,0.01
2023,Other non-metallic mineral product manufacturing,British Columbia,59,0.04
2023,Primary metal manufacturing,British Columbia,59,0.11
2023,Foundries,British Columbia,59,0.02
2023,Fabricated metal product manufacturing,British Columbia,59,0.48
2023,Forging and stamping,British Columbia,59,0.01
2023,Cutlery and hand tool manufacturing,British Columbia,59,0.01
2023,Architectural and structural metals manufacturing,British Columbia,59,0.25
2023,"Boiler, tank and shipping container manufacturing",British Columbia,59,0.02
2023,Hardware manufacturing,British Columbia,59,0.0
2023,Spring and wire product manufacturing,British Columbia,59,0.01
2023,"Machine shops, turned product, and screw, nut and bolt manufacturing",British Columbia,59,0.08
2023,"Coating, engraving, cold and heat treating and allied activities",British Columbia,59,0.02
2023,Other fabricated metal product manufacturing,British Columbia,59,0.07
2023,Machinery manufacturing,British Columbia,59,0.4
2023,"Agricultural, construction and mining machinery manufacturing",British Columbia,59,0.05
2023,Industrial machinery manufacturing,British Columbia,59,0.08
2023,Commercial and service industry machinery manufacturing,British Columbia,59,0.05
2023,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",British Columbia,59,0.06
2023,Metalworking machinery manufacturing,British Columbia,59,0.03
2023,"Engine, turbine and power transmission equipment manufacturing",British Columbia,59,0.01
2023,Other general-purpose machinery manufacturing,British Columbia,59,0.11
2023,Computer and electronic product manufacturing,British Columbia,59,0.23
2023,Computer and peripheral equipment manufacturing,British Columbia,59,0.03
2023,Communications equipment manufacturing,British Columbia,59,0.04
2023,Semiconductor and other electronic component manufacturing,British Columbia,59,0.05
2023,"Navigational, measuring, medical and control instruments manufacturing",British Columbia,59,0.09
2023,"Electrical equipment, appliance and component manufacturing",British Columbia,59,0.18
2023,Electric lighting equipment manufacturing,British Columbia,59,0.03
2023,Household appliance manufacturing,British Columbia,59,0.0
2023,Electrical equipment manufacturing,British Columbia,59,0.04
2023,Other electrical equipment and component manufacturing,British Columbia,59,0.11
2023,Transportation equipment manufacturing,British Columbia,59,0.34
2023,Motor vehicle body and trailer manufacturing,British Columbia,59,0.08
2023,Motor vehicle parts manufacturing,British Columbia,59,0.05
2023,Aerospace product and parts manufacturing,British Columbia,59,0.06
2023,Ship and boat building,British Columbia,59,0.13
2023,Furniture and related product manufacturing,British Columbia,59,0.24
2023,Household and institutional furniture and kitchen cabinet manufacturing,British Columbia,59,0.19
2023,Office furniture (including fixtures) manufacturing,British Columbia,59,0.03
2023,Other furniture-related product manufacturing,British Columbia,59,0.01
2023,Miscellaneous manufacturing,British Columbia,59,0.28
2023,Medical equipment and supplies manufacturing,British Columbia,59,0.1
2023,Other miscellaneous manufacturing,British Columbia,59,0.18
2023,Durable goods,Yukon,60,0.44
2024,Non-durable goods,Canada,,3.56
2024,Food manufacturing,Canada,,1.43
2024,Animal food manufacturing,Canada,,0.06
2024,Grain and oilseed milling,Canada,,0.04
2024,Sugar and confectionery product manufacturing,Canada,,0.07
2024,Fruit and vegetable preserving and specialty food manufacturing,Canada,,0.12
2024,Dairy product manufacturing,Canada,,0.16
2024,Meat product manufacturing,Canada,,0.36
2024,Seafood product preparation and packaging,Canada,,0.1
2024,Bakeries and tortilla manufacturing,Canada,,0.29
2024,Other food manufacturing,Canada,,0.23
2024,Beverage and tobacco product manufacturing,Canada,,0.32
2024,Beverage manufacturing,Canada,,0.28
2024,Tobacco manufacturing,Canada,,0.01
2024,Cannabis product manufacturing,Canada,,0.03
2024,Textile mills,Canada,,0.03
2024,"Fibre, yarn and thread mills",Canada,,0.0
2024,Fabric mills,Canada,,0.02
2024,Textile and fabric finishing and fabric coating,Canada,,0.01
2024,Textile product mills,Canada,,0.05
2024,Textile furnishings mills,Canada,,0.01
2024,Other textile product mills,Canada,,0.03
2024,Apparel manufacturing,Canada,,0.08
2024,Apparel knitting mills,Canada,,0.0
2024,Cut and sew clothing manufacturing,Canada,,0.06
2024,Clothing accessories and other clothing manufacturing,Canada,,0.01
2024,Leather and allied product manufacturing,Canada,,0.01
2024,Leather and hide tanning and finishing,Canada,,0.0
2024,Footwear manufacturing,Canada,,0.01
2024,Other leather and allied product manufacturing,Canada,,0.0
2024,Paper manufacturing,Canada,,0.27
2024,"Pulp, paper and paperboard mills",Canada,,0.12
2024,Converted paper product manufacturing,Canada,,0.15
2024,Printing and related support activities,Canada,,0.23
2024,Petroleum and coal product manufacturing,Canada,,0.08
2024,Chemical manufacturing,Canada,,0.52
2024,Basic chemical manufacturing,Canada,,0.08
2024,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",Canada,,0.04
2024,"Pesticide, fertilizer and other agricultural chemical manufacturing",Canada,,0.04
2024,Pharmaceutical and medicine manufacturing,Canada,,0.19
2024,"Paint, coating and adhesive manufacturing",Canada,,0.04
2024,"Soap, cleaning compound and toilet preparation manufacturing",Canada,,0.08
2024,Other chemical product manufacturing,Canada,,0.06
2024,Plastics and rubber products manufacturing,Canada,,0.55
2024,Plastic product manufacturing,Canada,,0.47
2024,Rubber product manufacturing,Canada,,0.08
2024,Durable goods,Canada,,5.03
2024,Wood product manufacturing,Canada,,0.5
2024,Sawmills and wood preservation,Canada,,0.17
2024,"Veneer, plywood and engineered wood product manufacturing",Canada,,0.11
2024,Other wood product manufacturing,Canada,,0.21
2024,Non-metallic mineral product manufacturing,Canada,,0.27
2024,Clay product and refractory manufacturing,Canada,,0.01
2024,Glass and glass product manufacturing,Canada,,0.04
2024,Cement and concrete product manufacturing,Canada,,0.15
2024,Lime and gypsum product manufacturing,Canada,,0.02
2024,Other non-metallic mineral product manufacturing,Canada,,0.05
2024,Primary metal manufacturing,Canada,,0.3
2024,Iron and steel mills and ferro-alloy manufacturing,Canada,,0.08
2024,Steel product manufacturing from purchased steel,Canada,,0.05
2024,Alumina and aluminum production and processing,Canada,,0.06
2024,Non-ferrous metal (except aluminum) production and processing,Canada,,0.06
2024,Foundries,Canada,,0.04
2024,Fabricated metal product manufacturing,Canada,,0.89
2024,Forging and stamping,Canada,,0.03
2024,Cutlery and hand tool manufacturing,Canada,,0.01
2024,Architectural and structural metals manufacturing,Canada,,0.36
2024,"Boiler, tank and shipping container manufacturing",Canada,,0.06
2024,Hardware manufacturing,Canada,,0.03
2024,Spring and wire product manufacturing,Canada,,0.02
2024,"Machine shops, turned product, and screw, nut and bolt manufacturing",Canada,,0.18
2024,"Coating, engraving, cold and heat treating and allied activities",Canada,,0.06
2024,Other fabricated metal product manufacturing,Canada,,0.14
2024,Machinery manufacturing,Canada,,0.79
2024,"Agricultural, construction and mining machinery manufacturing",Canada,,0.18
2024,Industrial machinery manufacturing,Canada,,0.11
2024,Commercial and service industry machinery manufacturing,Canada,,0.09
2024,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",Canada,,0.11
2024,Metalworking machinery manufacturing,Canada,,0.1
2024,"Engine, turbine and power transmission equipment manufacturing",Canada,,0.02
2024,Other general-purpose machinery manufacturing,Canada,,0.18
2024,Computer and electronic product manufacturing,Canada,,0.3
2024,Computer and peripheral equipment manufacturing,Canada,,0.02
2024,Communications equipment manufacturing,Canada,,0.06
2024,Audio and video equipment manufacturing,Canada,,0.01
2024,Semiconductor and other electronic component manufacturing,Canada,,0.09
2024,"Navigational, measuring, medical and control instruments manufacturing",Canada,,0.12
2024,Manufacturing and reproducing magnetic and optical media,Canada,,0.0
2024,"Electrical equipment, appliance and component manufacturing",Canada,,0.22
2024,Electric lighting equipment manufacturing,Canada,,0.03
2024,Household appliance manufacturing,Canada,,0.01
2024,Electrical equipment manufacturing,Canada,,0.09
2024,Other electrical equipment and component manufacturing,Canada,,0.08
2024,Transportation equipment manufacturing,Canada,,1.11
2024,Motor vehicle manufacturing,Canada,,0.2
2024,Motor vehicle body and trailer manufacturing,Canada,,0.1
2024,Motor vehicle parts manufacturing,Canada,,0.39
2024,Aerospace product and parts manufacturing,Canada,,0.26
2024,Railroad rolling stock manufacturing,Canada,,0.04
2024,Ship and boat building,Canada,,0.06
2024,Other transportation equipment manufacturing,Canada,,0.06
2024,Furniture and related product manufacturing,Canada,,0.35
2024,Household and institutional furniture and kitchen cabinet manufacturing,Canada,,0.23
2024,Office furniture (including fixtures) manufacturing,Canada,,0.1
2024,Other furniture-related product manufacturing,Canada,,0.02
2024,Miscellaneous manufacturing,Canada,,0.3
2024,Medical equipment and supplies manufacturing,Canada,,0.11
2024,Other miscellaneous manufacturing,Canada,,0.19
2024,Total manufacturing,Newfoundland and Labrador,10,4.74
2024,Non-durable goods,Newfoundland and Labrador,10,3.62
2024,Food manufacturing,Newfoundland and Labrador,10,2.51
2024,Seafood product preparation and packaging,Newfoundland and Labrador,10,2.14
2024,Bakeries and tortilla manufacturing,Newfoundland and Labrador,10,0.11
2024,Beverage and tobacco product manufacturing,Newfoundland and Labrador,10,0.31
2024,Printing and related support activities,Newfoundland and Labrador,10,0.06
2024,Durable goods,Newfoundland and Labrador,10,1.13
2024,Wood product manufacturing,Newfoundland and Labrador,10,0.17
2024,Sawmills and wood preservation,Newfoundland and Labrador,10,0.08
2024,"Veneer, plywood and engineered wood product manufacturing",Newfoundland and Labrador,10,0.05
2024,Other wood product manufacturing,Newfoundland and Labrador,10,0.03
2024,Non-metallic mineral product manufacturing,Newfoundland and Labrador,10,0.11
2024,"Machine shops, turned product, and screw, nut and bolt manufacturing",Newfoundland and Labrador,10,0.04
2024,Furniture and related product manufacturing,Newfoundland and Labrador,10,0.13
2024,Miscellaneous manufacturing,Newfoundland and Labrador,10,0.09
2024,Medical equipment and supplies manufacturing,Newfoundland and Labrador,10,0.03
2024,Other miscellaneous manufacturing,Newfoundland and Labrador,10,0.06
2024,Total manufacturing,Prince Edward Island,11,8.53
2024,Non-durable goods,Prince Edward Island,11,6.0
2024,Food manufacturing,Prince Edward Island,11,3.68
2024,Fruit and vegetable preserving and specialty food manufacturing,Prince Edward Island,11,0.81
2024,Other food manufacturing,Prince Edward Island,11,0.19
2024,Beverage and tobacco product manufacturing,Prince Edward Island,11,0.39
2024,Chemical manufacturing,Prince Edward Island,11,1.31
2024,Durable goods,Prince Edward Island,11,2.52
2024,Fabricated metal product manufacturing,Prince Edward Island,11,0.4
2024,Machinery manufacturing,Prince Edward Island,11,0.46
2024,"Agricultural, construction and mining machinery manufacturing",Prince Edward Island,11,0.13
2024,Transportation equipment manufacturing,Prince Edward Island,11,0.91
2024,Household and institutional furniture and kitchen cabinet manufacturing,Prince Edward Island,11,0.05
2024,Total manufacturing,Nova Scotia,12,7.24
2024,Non-durable goods,Nova Scotia,12,4.36
2024,Food manufacturing,Nova Scotia,12,1.89
2024,Animal food manufacturing,Nova Scotia,12,0.07
2024,Sugar and confectionery product manufacturing,Nova Scotia,12,0.01
2024,Meat product manufacturing,Nova Scotia,12,0.15
2024,Seafood product preparation and packaging,Nova Scotia,12,0.97
2024,Bakeries and tortilla manufacturing,Nova Scotia,12,0.21
2024,Other food manufacturing,Nova Scotia,12,0.15
2024,Beverage and tobacco product manufacturing,Nova Scotia,12,0.37
2024,Textile product mills,Nova Scotia,12,0.03
2024,Apparel manufacturing,Nova Scotia,12,0.06
2024,Paper manufacturing,Nova Scotia,12,0.18
2024,Printing and related support activities,Nova Scotia,12,0.13
2024,Chemical manufacturing,Nova Scotia,12,0.17
2024,Basic chemical manufacturing,Nova Scotia,12,0.01
2024,Pharmaceutical and medicine manufacturing,Nova Scotia,12,0.1
2024,"Soap, cleaning compound and toilet preparation manufacturing",Nova Scotia,12,0.01
2024,Plastics and rubber products manufacturing,Nova Scotia,12,1.3
2024,Durable goods,Nova Scotia,12,2.87
2024,Wood product manufacturing,Nova Scotia,12,0.33
2024,Sawmills and wood preservation,Nova Scotia,12,0.17
2024,"Veneer, plywood and engineered wood product manufacturing",Nova Scotia,12,0.06
2024,Other wood product manufacturing,Nova Scotia,12,0.1
2024,Non-metallic mineral product manufacturing,Nova Scotia,12,0.23
2024,Cement and concrete product manufacturing,Nova Scotia,12,0.14
2024,Fabricated metal product manufacturing,Nova Scotia,12,0.49
2024,Architectural and structural metals manufacturing,Nova Scotia,12,0.26
