Year,Industrie,Géographie,GeoCode,Value
2015,"Fabrication de moteurs, de turbines et de matériel de transmission de puissance",Alberta,48,0.02
2015,Fabrication d'autres machines d'usage général,Alberta,48,0.26
2015,Fabrication de produits informatiques et électroniques,Alberta,48,0.16
2015,Fabrication de matériel informatique et périphérique,Alberta,48,0.02
2015,Fabrication de matériel de communication,Alberta,48,0.02
2015,Fabrication de semi-conducteurs et d'autres composants électroniques,Alberta,48,0.03
2015,"Fabrication d'instruments de navigation, de mesure et de commande et d'instruments médicaux",Alberta,48,0.09
2015,"Fabrication de matériel, d'appareils et de composants électriques",Alberta,48,0.12
2015,Fabrication de matériel électrique,Alberta,48,0.07
2015,Fabrication d'autres types de matériel et de composants électriques,Alberta,48,0.04
2015,Fabrication de matériel de transport,Alberta,48,0.11
2015,Fabrication de carrosseries et de remorques de véhicules automobiles,Alberta,48,0.06
2015,Fabrication de pièces pour véhicules automobiles,Alberta,48,0.02
2015,Fabrication d'autres types de matériel de transport,Alberta,48,0.0
2015,Fabrication de meubles et de produits connexes,Alberta,48,0.19
2015,Fabrication de meubles de maison et d'établissement institutionnel et d'armoires de cuisine,Alberta,48,0.12
2015,Fabrication de meubles de bureau (y compris les articles d'ameublement),Alberta,48,0.04
2015,Fabrication d'autres produits connexes aux meubles,Alberta,48,0.03
2015,Activités diverses de fabrication,Alberta,48,0.23
2015,Fabrication de fournitures et de matériel médicaux,Alberta,48,0.09
2015,Autres activités diverses de fabrication,Alberta,48,0.14
2015,Total de l’industrie manufacturière,Colombie-Britannique,59,6.89
2015,Biens non durables,Colombie-Britannique,59,2.8
2015,Fabrication d’aliments,Colombie-Britannique,59,1.2
2015,Fabrication d'aliments pour animaux,Colombie-Britannique,59,0.04
2015,Mouture de grains céréaliers et de graines oléagineuses,Colombie-Britannique,59,0.01
2015,Fabrication de sucre et de confiseries,Colombie-Britannique,59,0.06
2015,Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires,Colombie-Britannique,59,0.07
2015,Fabrication de produits laitiers,Colombie-Britannique,59,0.11
2015,Fabrication de produits de viande,Colombie-Britannique,59,0.23
2015,Préparation et conditionnement de poissons et de fruits de mer,Colombie-Britannique,59,0.18
2015,Boulangeries et fabrication de tortillas,Colombie-Britannique,59,0.28
2015,Fabrication d'autres aliments,Colombie-Britannique,59,0.22
2015,Fabrication de boissons et de produits du tabac,Colombie-Britannique,59,0.26
2015,Usines de textiles,Colombie-Britannique,59,0.01
2015,Finissage de textiles et de tissus et revêtement de tissus,Colombie-Britannique,59,0.0
2015,Usines de produits textiles,Colombie-Britannique,59,0.04
2015,Usines de textiles domestiques,Colombie-Britannique,59,0.01
2015,Usines d'autres produits textiles,Colombie-Britannique,59,0.03
2015,Fabrication de vêtements,Colombie-Britannique,59,0.1
2015,Fabrication de vêtements coupés-cousus,Colombie-Britannique,59,0.08
2015,Fabrication de produits en cuir et de produits analogues,Colombie-Britannique,59,0.01
2015,Fabrication d'autres produits en cuir et produits analogues,Colombie-Britannique,59,0.0
2015,Fabrication du papier,Colombie-Britannique,59,0.41
2015,"Usines de pâte à papier, de papier et de carton",Colombie-Britannique,59,0.31
2015,Fabrication de produits en papier transformé,Colombie-Britannique,59,0.1
2015,Impression et activités connexes de soutien,Colombie-Britannique,59,0.21
2015,Fabrication de produits du pétrole et du charbon,Colombie-Britannique,59,0.04
